query_id		Q0		doc_id		rank		tfidf_score		system_name
11		Q0		CACM1872		1		0.311411727044		kasi
11		Q0		CACM1923		2		0.305984724065		kasi
11		Q0		CACM2316		3		0.279930374763		kasi
11		Q0		CACM2699		4		0.243240418259		kasi
11		Q0		CACM0249		5		0.231680446049		kasi
11		Q0		CACM2906		6		0.208721173642		kasi
11		Q0		CACM2603		7		0.206857541115		kasi
11		Q0		CACM1903		8		0.191637985873		kasi
11		Q0		CACM2717		9		0.191021755709		kasi
11		Q0		CACM2527		10		0.189928943917		kasi
11		Q0		CACM1466		11		0.181000348476		kasi
11		Q0		CACM3148		12		0.175999391342		kasi
11		Q0		CACM0795		13		0.16154115137		kasi
11		Q0		CACM1102		14		0.160889198645		kasi
11		Q0		CACM1138		15		0.160889198645		kasi
11		Q0		CACM3171		16		0.159946560307		kasi
11		Q0		CACM1142		17		0.152421346085		kasi
11		Q0		CACM0463		18		0.144800278781		kasi
11		Q0		CACM2814		19		0.144800278781		kasi
11		Q0		CACM3150		20		0.140858504225		kasi
11		Q0		CACM2705		21		0.140270094584		kasi
11		Q0		CACM2295		22		0.131636617073		kasi
11		Q0		CACM0651		23		0.131636617073		kasi
11		Q0		CACM0281		24		0.128860024984		kasi
11		Q0		CACM3123		25		0.12811884419		kasi
11		Q0		CACM2246		26		0.127892884472		kasi
11		Q0		CACM0762		27		0.125913285896		kasi
11		Q0		CACM0920		28		0.125913285896		kasi
11		Q0		CACM1098		29		0.121937076868		kasi
11		Q0		CACM0628		30		0.120666898984		kasi
11		Q0		CACM2317		31		0.119654160722		kasi
11		Q0		CACM1703		32		0.119013927765		kasi
11		Q0		CACM1642		33		0.116107702547		kasi
11		Q0		CACM1860		34		0.116067687949		kasi
11		Q0		CACM3080		35		0.115379183124		kasi
11		Q0		CACM0265		36		0.112058509443		kasi
11		Q0		CACM1627		37		0.111834219275		kasi
11		Q0		CACM0205		38		0.110773553475		kasi
11		Q0		CACM1472		39		0.108082765018		kasi
11		Q0		CACM2716		40		0.107713116201		kasi
11		Q0		CACM1366		41		0.107702686696		kasi
11		Q0		CACM1835		42		0.105837305156		kasi
11		Q0		CACM1459		43		0.104674900323		kasi
11		Q0		CACM3057		44		0.104660464268		kasi
11		Q0		CACM2782		45		0.103428770558		kasi
11		Q0		CACM1861		46		0.10026115086		kasi
11		Q0		CACM3185		47		0.0944833250225		kasi
11		Q0		CACM2661		48		0.090500174238		kasi
11		Q0		CACM1678		49		0.090500174238		kasi
11		Q0		CACM1306		50		0.0891078638651		kasi
11		Q0		CACM3077		51		0.0884337972793		kasi
11		Q0		CACM2091		52		0.0854147170272		kasi
11		Q0		CACM1852		53		0.0843496769596		kasi
11		Q0		CACM2198		54		0.0841153225518		kasi
11		Q0		CACM1073		55		0.0840204887123		kasi
11		Q0		CACM0724		56		0.0834738630987		kasi
11		Q0		CACM2320		57		0.0824724451583		kasi
11		Q0		CACM1046		58		0.0795983577275		kasi
11		Q0		CACM2867		59		0.0790520527978		kasi
11		Q0		CACM2406		60		0.0772268153497		kasi
11		Q0		CACM2787		61		0.0768642830145		kasi
11		Q0		CACM2647		62		0.0762106730425		kasi
11		Q0		CACM1496		63		0.0742565532209		kasi
11		Q0		CACM1467		64		0.073316596851		kasi
11		Q0		CACM0689		65		0.0724001393904		kasi
11		Q0		CACM2873		66		0.071151692192		kasi
11		Q0		CACM2034		67		0.0703345963523		kasi
11		Q0		CACM1485		68		0.0689525137051		kasi
11		Q0		CACM2645		69		0.0679813515402		kasi
11		Q0		CACM2084		70		0.0673489668748		kasi
11		Q0		CACM1115		71		0.0665822740739		kasi
11		Q0		CACM2081		72		0.0659779561266		kasi
11		Q0		CACM2922		73		0.0637844889528		kasi
11		Q0		CACM1720		74		0.0629736691779		kasi
11		Q0		CACM2305		75		0.0616171399067		kasi
11		Q0		CACM1462		76		0.0614123385372		kasi
11		Q0		CACM2710		77		0.0607553617262		kasi
11		Q0		CACM0731		78		0.0606555234598		kasi
11		Q0		CACM2411		79		0.060333449492		kasi
11		Q0		CACM1552		80		0.0580338439746		kasi
11		Q0		CACM2003		81		0.0579848213615		kasi
11		Q0		CACM3105		82		0.0579201115123		kasi
11		Q0		CACM0321		83		0.0573648759065		kasi
11		Q0		CACM0479		84		0.0571607151		kasi
11		Q0		CACM2941		85		0.0562331179731		kasi
11		Q0		CACM1179		86		0.0561945973614		kasi
11		Q0		CACM2898		87		0.0559158204718		kasi
11		Q0		CACM2897		88		0.0549080760813		kasi
11		Q0		CACM2593		89		0.0547176243189		kasi
11		Q0		CACM1183		90		0.0542901619372		kasi
11		Q0		CACM3119		91		0.0538470504565		kasi
11		Q0		CACM2126		92		0.0536297328817		kasi
11		Q0		CACM2826		93		0.0535697021304		kasi
11		Q0		CACM1188		94		0.0527013685319		kasi
11		Q0		CACM2493		95		0.0519081700414		kasi
11		Q0		CACM2112		96		0.0517143852788		kasi
11		Q0		CACM2398		97		0.0512515663342		kasi
11		Q0		CACM2254		98		0.0511059807461		kasi
11		Q0		CACM1769		99		0.0509792255203		kasi
11		Q0		CACM1676		100		0.0507315722162		kasi
