query_id		Q0		doc_id		rank		tfidf_score		system_name
47		Q0		CACM2848		1		0.687806328548		kasi
47		Q0		CACM2288		2		0.681017437184		kasi
47		Q0		CACM2278		3		0.672976050073		kasi
47		Q0		CACM3012		4		0.632153680849		kasi
47		Q0		CACM1699		5		0.588273025851		kasi
47		Q0		CACM2318		6		0.586006516816		kasi
47		Q0		CACM3134		7		0.576305026824		kasi
47		Q0		CACM2984		8		0.551694297808		kasi
47		Q0		CACM2990		9		0.538607784462		kasi
47		Q0		CACM2726		10		0.527401172111		kasi
47		Q0		CACM0891		11		0.520729221228		kasi
47		Q0		CACM0634		12		0.510022697552		kasi
47		Q0		CACM1830		13		0.504345787724		kasi
47		Q0		CACM2070		14		0.502961624073		kasi
47		Q0		CACM2882		15		0.498587916614		kasi
47		Q0		CACM0239		16		0.497286342726		kasi
47		Q0		CACM1457		17		0.489736619423		kasi
47		Q0		CACM0651		18		0.483953917303		kasi
47		Q0		CACM0275		19		0.48234374666		kasi
47		Q0		CACM0798		20		0.481681781911		kasi
47		Q0		CACM2235		21		0.475489798801		kasi
47		Q0		CACM1994		22		0.475489798801		kasi
47		Q0		CACM2598		23		0.474200715304		kasi
47		Q0		CACM1236		24		0.466470701481		kasi
47		Q0		CACM1681		25		0.464213958108		kasi
47		Q0		CACM2492		26		0.463570421866		kasi
47		Q0		CACM1173		27		0.457933670912		kasi
47		Q0		CACM1935		28		0.455381743503		kasi
47		Q0		CACM1927		29		0.448038764566		kasi
47		Q0		CACM1032		30		0.446153414313		kasi
47		Q0		CACM2552		31		0.441734499232		kasi
47		Q0		CACM2832		32		0.439827258433		kasi
47		Q0		CACM1327		33		0.438302798151		kasi
47		Q0		CACM1524		34		0.434265387862		kasi
47		Q0		CACM1937		35		0.431036902965		kasi
47		Q0		CACM1514		36		0.426146229189		kasi
47		Q0		CACM1715		37		0.418462539542		kasi
47		Q0		CACM1814		38		0.418462539542		kasi
47		Q0		CACM2451		39		0.418233989962		kasi
47		Q0		CACM1194		40		0.414803507886		kasi
47		Q0		CACM1938		41		0.411964526255		kasi
47		Q0		CACM1267		42		0.411573698259		kasi
47		Q0		CACM1172		43		0.407657302849		kasi
47		Q0		CACM2516		44		0.406233218609		kasi
47		Q0		CACM2746		45		0.405791214172		kasi
47		Q0		CACM3070		46		0.404802178025		kasi
47		Q0		CACM2140		47		0.402470248247		kasi
47		Q0		CACM2053		48		0.401656978012		kasi
47		Q0		CACM1432		49		0.398651236482		kasi
47		Q0		CACM2453		50		0.397247836566		kasi
47		Q0		CACM1961		51		0.395509003041		kasi
47		Q0		CACM0118		52		0.389257655552		kasi
47		Q0		CACM2575		53		0.388133932761		kasi
47		Q0		CACM1271		54		0.387660848076		kasi
47		Q0		CACM3084		55		0.386477199181		kasi
47		Q0		CACM1671		56		0.386399896674		kasi
47		Q0		CACM1719		57		0.384274575032		kasi
47		Q0		CACM1548		58		0.383572422389		kasi
47		Q0		CACM2319		59		0.382735434527		kasi
47		Q0		CACM1233		60		0.382301686324		kasi
47		Q0		CACM1427		61		0.382139686113		kasi
47		Q0		CACM1307		62		0.381012183984		kasi
47		Q0		CACM2293		63		0.380631905576		kasi
47		Q0		CACM1627		64		0.379118859058		kasi
47		Q0		CACM2691		65		0.379022963513		kasi
47		Q0		CACM0944		66		0.378241302373		kasi
47		Q0		CACM2455		67		0.377574305718		kasi
47		Q0		CACM2846		68		0.375973737311		kasi
47		Q0		CACM3034		69		0.374214186117		kasi
47		Q0		CACM1815		70		0.373627267448		kasi
47		Q0		CACM3033		71		0.373051186001		kasi
47		Q0		CACM1108		72		0.372586440124		kasi
47		Q0		CACM3090		73		0.371906345285		kasi
47		Q0		CACM2221		74		0.370666527476		kasi
47		Q0		CACM1527		75		0.368804021793		kasi
47		Q0		CACM1115		76		0.368389754423		kasi
47		Q0		CACM0892		77		0.367947152069		kasi
47		Q0		CACM3048		78		0.365582841912		kasi
47		Q0		CACM3089		79		0.36359263528		kasi
47		Q0		CACM2158		80		0.363280911343		kasi
47		Q0		CACM2344		81		0.362059027769		kasi
47		Q0		CACM2535		82		0.359844348521		kasi
47		Q0		CACM2109		83		0.358756360859		kasi
47		Q0		CACM1827		84		0.358056090731		kasi
47		Q0		CACM2970		85		0.356941050965		kasi
47		Q0		CACM2018		86		0.356547675239		kasi
47		Q0		CACM2856		87		0.355027704841		kasi
47		Q0		CACM1160		88		0.354673472831		kasi
47		Q0		CACM1279		89		0.353482107104		kasi
47		Q0		CACM2622		90		0.353176886185		kasi
47		Q0		CACM2519		91		0.350050721367		kasi
47		Q0		CACM0953		92		0.348990261187		kasi
47		Q0		CACM2669		93		0.348923803788		kasi
47		Q0		CACM1281		94		0.348646796612		kasi
47		Q0		CACM2976		95		0.347719220066		kasi
47		Q0		CACM3095		96		0.347481390389		kasi
47		Q0		CACM1936		97		0.345987376699		kasi
47		Q0		CACM2947		98		0.345954017074		kasi
47		Q0		CACM1412		99		0.345638549523		kasi
47		Q0		CACM2160		100		0.345359107716		kasi
