query_id		Q0		doc_id		rank		tfidf_score		system_name
36		Q0		CACM2110		1		0.516984265837		kasi
36		Q0		CACM2084		2		0.492090453143		kasi
36		Q0		CACM1265		3		0.465628730541		kasi
36		Q0		CACM2476		4		0.456612332466		kasi
36		Q0		CACM2982		5		0.406237411278		kasi
36		Q0		CACM2030		6		0.378494255176		kasi
36		Q0		CACM1399		7		0.371990375991		kasi
36		Q0		CACM2739		8		0.347518288116		kasi
36		Q0		CACM2811		9		0.337818118103		kasi
36		Q0		CACM1350		10		0.319575098866		kasi
36		Q0		CACM2061		11		0.3146926402		kasi
36		Q0		CACM1162		12		0.314446224751		kasi
36		Q0		CACM2698		13		0.309242592632		kasi
36		Q0		CACM1131		14		0.304678058458		kasi
36		Q0		CACM2733		15		0.297517257882		kasi
36		Q0		CACM2492		16		0.294171918512		kasi
36		Q0		CACM1787		17		0.289503315181		kasi
36		Q0		CACM1548		18		0.284366187895		kasi
36		Q0		CACM1012		19		0.279839127208		kasi
36		Q0		CACM1073		20		0.279519444631		kasi
36		Q0		CACM2112		21		0.277269478946		kasi
36		Q0		CACM1527		22		0.273549774382		kasi
36		Q0		CACM1767		23		0.264134828791		kasi
36		Q0		CACM0204		24		0.263875481655		kasi
36		Q0		CACM1737		25		0.254202652596		kasi
36		Q0		CACM2301		26		0.253054030323		kasi
36		Q0		CACM1612		27		0.250505300795		kasi
36		Q0		CACM2581		28		0.25027185532		kasi
36		Q0		CACM3198		29		0.244758142509		kasi
36		Q0		CACM2703		30		0.240624645729		kasi
36		Q0		CACM1989		31		0.237527497044		kasi
36		Q0		CACM2246		32		0.229682459818		kasi
36		Q0		CACM2754		33		0.225956132824		kasi
36		Q0		CACM1454		34		0.223913355647		kasi
36		Q0		CACM2481		35		0.220466040835		kasi
36		Q0		CACM1768		36		0.215081910288		kasi
36		Q0		CACM1335		37		0.211100385324		kasi
36		Q0		CACM3184		38		0.210605843554		kasi
36		Q0		CACM3045		39		0.209778335332		kasi
36		Q0		CACM2652		40		0.209118088053		kasi
36		Q0		CACM1395		41		0.208322376649		kasi
36		Q0		CACM2546		42		0.204542605759		kasi
36		Q0		CACM2350		43		0.203834287798		kasi
36		Q0		CACM2794		44		0.202403161668		kasi
36		Q0		CACM1860		45		0.201245583841		kasi
36		Q0		CACM1253		46		0.198597615632		kasi
36		Q0		CACM1835		47		0.198597615632		kasi
36		Q0		CACM1525		48		0.197391343606		kasi
36		Q0		CACM2050		49		0.196449026814		kasi
36		Q0		CACM1421		50		0.191865493068		kasi
36		Q0		CACM2880		51		0.191844035574		kasi
36		Q0		CACM1668		52		0.191419459391		kasi
36		Q0		CACM2836		53		0.189449858417		kasi
36		Q0		CACM1188		54		0.188667734851		kasi
36		Q0		CACM0655		55		0.188667734851		kasi
36		Q0		CACM1669		56		0.187346704936		kasi
36		Q0		CACM1455		57		0.184339589767		kasi
36		Q0		CACM2126		58		0.183568606882		kasi
36		Q0		CACM0633		59		0.183565552456		kasi
36		Q0		CACM1184		60		0.183464677598		kasi
36		Q0		CACM1917		61		0.183443648583		kasi
36		Q0		CACM2179		62		0.177722703632		kasi
36		Q0		CACM0949		63		0.175375911921		kasi
36		Q0		CACM1836		64		0.174171644029		kasi
36		Q0		CACM1137		65		0.17415483217		kasi
36		Q0		CACM2641		66		0.17335861296		kasi
36		Q0		CACM1679		67		0.170993405518		kasi
36		Q0		CACM1921		68		0.169332598692		kasi
36		Q0		CACM1825		69		0.167797269718		kasi
36		Q0		CACM2389		70		0.166471530751		kasi
36		Q0		CACM2971		71		0.166166078401		kasi
36		Q0		CACM1837		72		0.166137644		kasi
36		Q0		CACM2370		73		0.164493806746		kasi
36		Q0		CACM2178		74		0.163172095006		kasi
36		Q0		CACM2788		75		0.162384911788		kasi
36		Q0		CACM1178		76		0.162138175026		kasi
36		Q0		CACM2340		77		0.158385342701		kasi
36		Q0		CACM0462		78		0.158325288993		kasi
36		Q0		CACM1541		79		0.157954382666		kasi
36		Q0		CACM2906		80		0.157954382666		kasi
36		Q0		CACM2643		81		0.157283943139		kasi
36		Q0		CACM0082		82		0.156138815049		kasi
36		Q0		CACM2091		83		0.156138815049		kasi
36		Q0		CACM1900		84		0.156138815049		kasi
36		Q0		CACM2842		85		0.156138815049		kasi
36		Q0		CACM2873		86		0.15506937111		kasi
36		Q0		CACM2785		87		0.154381568541		kasi
36		Q0		CACM2937		88		0.152973839068		kasi
36		Q0		CACM1569		89		0.152521591557		kasi
36		Q0		CACM1139		90		0.150934187881		kasi
36		Q0		CACM1140		91		0.150934187881		kasi
36		Q0		CACM1149		92		0.150934187881		kasi
36		Q0		CACM2059		93		0.148948211724		kasi
36		Q0		CACM2230		94		0.147013819364		kasi
36		Q0		CACM2215		95		0.146852441964		kasi
36		Q0		CACM2910		96		0.145586472637		kasi
36		Q0		CACM0644		97		0.145129026808		kasi
36		Q0		CACM2898		98		0.145129026808		kasi
36		Q0		CACM2702		99		0.142530089051		kasi
36		Q0		CACM2353		100		0.142300808176		kasi
