query_id		Q0		doc_id		rank		tfidf_score		system_name
17		Q0		CACM2491		1		1.20631185225		kasi
17		Q0		CACM2748		2		1.06423919824		kasi
17		Q0		CACM1362		3		0.753354815175		kasi
17		Q0		CACM0048		4		0.709035387842		kasi
17		Q0		CACM2897		5		0.648050149628		kasi
17		Q0		CACM0195		6		0.571294068174		kasi
17		Q0		CACM1795		7		0.548442305448		kasi
17		Q0		CACM0093		8		0.547275021126		kasi
17		Q0		CACM2527		9		0.522845494647		kasi
17		Q0		CACM1655		10		0.496777450587		kasi
17		Q0		CACM1652		11		0.491880075216		kasi
17		Q0		CACM2834		12		0.481089741621		kasi
17		Q0		CACM2533		13		0.472795090903		kasi
17		Q0		CACM2300		14		0.465390407814		kasi
17		Q0		CACM2079		15		0.458980038722		kasi
17		Q0		CACM1756		16		0.437586945836		kasi
17		Q0		CACM0230		17		0.428470551131		kasi
17		Q0		CACM0797		18		0.428470551131		kasi
17		Q0		CACM1187		19		0.403266401064		kasi
17		Q0		CACM3005		20		0.396602569889		kasi
17		Q0		CACM1992		21		0.391744503891		kasi
17		Q0		CACM2495		22		0.391744503891		kasi
17		Q0		CACM2107		23		0.388048801024		kasi
17		Q0		CACM0091		24		0.385215340176		kasi
17		Q0		CACM0035		25		0.385215340176		kasi
17		Q0		CACM1414		26		0.380862712116		kasi
17		Q0		CACM0066		27		0.380862712116		kasi
17		Q0		CACM1289		28		0.380862712116		kasi
17		Q0		CACM1064		29		0.360817306215		kasi
17		Q0		CACM2624		30		0.356282258044		kasi
17		Q0		CACM1523		31		0.351965449		kasi
17		Q0		CACM1275		32		0.342776440905		kasi
17		Q0		CACM1232		33		0.342776440905		kasi
17		Q0		CACM0079		34		0.342413635712		kasi
17		Q0		CACM1852		35		0.342413635712		kasi
17		Q0		CACM1162		36		0.342413635712		kasi
17		Q0		CACM1066		37		0.33602067311		kasi
17		Q0		CACM1389		38		0.330922869295		kasi
17		Q0		CACM0333		39		0.326453753243		kasi
17		Q0		CACM0210		40		0.324391865412		kasi
17		Q0		CACM2106		41		0.317000811715		kasi
17		Q0		CACM1973		42		0.31536431589		kasi
17		Q0		CACM3066		43		0.315196727269		kasi
17		Q0		CACM2586		44		0.311614946277		kasi
17		Q0		CACM0678		45		0.290886122464		kasi
17		Q0		CACM3171		46		0.283021179585		kasi
17		Q0		CACM2919		47		0.281429181913		kasi
17		Q0		CACM3173		48		0.27909587003		kasi
17		Q0		CACM2746		49		0.276570328772		kasi
17		Q0		CACM3175		50		0.275634034909		kasi
17		Q0		CACM1065		51		0.274221152724		kasi
17		Q0		CACM1167		52		0.27393090857		kasi
17		Q0		CACM1947		53		0.272253466836		kasi
17		Q0		CACM1265		54		0.272250559957		kasi
17		Q0		CACM0123		55		0.271447953266		kasi
17		Q0		CACM2621		56		0.266326403169		kasi
17		Q0		CACM2034		57		0.26351143587		kasi
17		Q0		CACM1619		58		0.26190561568		kasi
17		Q0		CACM1345		59		0.257416485865		kasi
17		Q0		CACM1670		60		0.255837880861		kasi
17		Q0		CACM1223		61		0.254801321526		kasi
17		Q0		CACM1204		62		0.253908474744		kasi
17		Q0		CACM2735		63		0.251698730912		kasi
17		Q0		CACM1651		64		0.247580480813		kasi
17		Q0		CACM0537		65		0.246537817713		kasi
17		Q0		CACM3045		66		0.24616812344		kasi
17		Q0		CACM1757		67		0.244840314932		kasi
17		Q0		CACM2552		68		0.244840314932		kasi
17		Q0		CACM3117		69		0.243540463498		kasi
17		Q0		CACM2801		70		0.237560962026		kasi
17		Q0		CACM1786		71		0.236397545452		kasi
17		Q0		CACM1331		72		0.232390807393		kasi
17		Q0		CACM1564		73		0.232143176974		kasi
17		Q0		CACM2379		74		0.228744903908		kasi
17		Q0		CACM2138		75		0.22836213933		kasi
17		Q0		CACM1134		76		0.226258096094		kasi
17		Q0		CACM2387		77		0.225123161755		kasi
17		Q0		CACM0124		78		0.22354589562		kasi
17		Q0		CACM0241		79		0.220123051529		kasi
17		Q0		CACM3080		80		0.216490383729		kasi
17		Q0		CACM1486		81		0.216261243608		kasi
17		Q0		CACM2264		82		0.215686977619		kasi
17		Q0		CACM1658		83		0.214863170786		kasi
17		Q0		CACM1425		84		0.212532601477		kasi
17		Q0		CACM1915		85		0.211890016252		kasi
17		Q0		CACM2381		86		0.204188841632		kasi
17		Q0		CACM2253		87		0.202801051827		kasi
17		Q0		CACM1551		88		0.202255810322		kasi
17		Q0		CACM1771		89		0.200209491963		kasi
17		Q0		CACM1752		90		0.199286698386		kasi
17		Q0		CACM2233		91		0.198826887909		kasi
17		Q0		CACM0731		92		0.198820820736		kasi
17		Q0		CACM1148		93		0.198820820736		kasi
17		Q0		CACM2557		94		0.198820820736		kasi
17		Q0		CACM1884		95		0.198820820736		kasi
17		Q0		CACM1168		96		0.198820820736		kasi
17		Q0		CACM2888		97		0.198710980235		kasi
17		Q0		CACM1908		98		0.1983727286		kasi
17		Q0		CACM3110		99		0.195872251946		kasi
17		Q0		CACM0719		100		0.195664934693		kasi
