query_id		Q0		doc_id		rank		tfidf_score		system_name
45		Q0		CACM1533		1		7.02985001707		kasi
45		Q0		CACM3070		2		4.65192962353		kasi
45		Q0		CACM2862		3		3.70787790687		kasi
45		Q0		CACM3002		4		3.49047659662		kasi
45		Q0		CACM1503		5		3.48980454856		kasi
45		Q0		CACM1951		6		3.47967308259		kasi
45		Q0		CACM1916		7		3.4463407309		kasi
45		Q0		CACM1199		8		3.27731114337		kasi
45		Q0		CACM1518		9		3.23998789912		kasi
45		Q0		CACM2977		10		3.14141248828		kasi
45		Q0		CACM2277		11		3.13452416725		kasi
45		Q0		CACM2795		12		3.12351934838		kasi
45		Q0		CACM2434		13		3.11436323227		kasi
45		Q0		CACM2848		14		3.09291348449		kasi
45		Q0		CACM2859		15		3.03836094088		kasi
45		Q0		CACM2540		16		3.02658636564		kasi
45		Q0		CACM2188		17		3.01442653635		kasi
45		Q0		CACM2882		18		2.99159507773		kasi
45		Q0		CACM2452		19		2.94283952373		kasi
45		Q0		CACM1751		20		2.89974864012		kasi
45		Q0		CACM2831		21		2.86729234639		kasi
45		Q0		CACM0293		22		2.86729234639		kasi
45		Q0		CACM2798		23		2.86684161955		kasi
45		Q0		CACM2881		24		2.81777361161		kasi
45		Q0		CACM2235		25		2.80971244746		kasi
45		Q0		CACM1994		26		2.80971244746		kasi
45		Q0		CACM2374		27		2.79138161711		kasi
45		Q0		CACM0759		28		2.69076690667		kasi
45		Q0		CACM3075		29		2.66265811943		kasi
45		Q0		CACM1308		30		2.64144002719		kasi
45		Q0		CACM2891		31		2.63605909265		kasi
45		Q0		CACM2669		32		2.63393117136		kasi
45		Q0		CACM1935		33		2.59661395635		kasi
45		Q0		CACM2681		34		2.58131154396		kasi
45		Q0		CACM3068		35		2.53931168126		kasi
45		Q0		CACM2492		36		2.48675699373		kasi
45		Q0		CACM3147		37		2.46587713209		kasi
45		Q0		CACM2218		38		2.46164770491		kasi
45		Q0		CACM3144		39		2.44629181718		kasi
45		Q0		CACM2555		40		2.44440013708		kasi
45		Q0		CACM3048		41		2.43389030241		kasi
45		Q0		CACM2969		42		2.42149157895		kasi
45		Q0		CACM1344		43		2.33312736859		kasi
45		Q0		CACM2396		44		2.30790348686		kasi
45		Q0		CACM2451		45		2.26164401992		kasi
45		Q0		CACM1591		46		2.20239633365		kasi
45		Q0		CACM2560		47		2.18088726962		kasi
45		Q0		CACM1526		48		2.15752148387		kasi
45		Q0		CACM2373		49		2.15609762234		kasi
45		Q0		CACM3137		50		2.12949813483		kasi
45		Q0		CACM2372		51		2.12496191689		kasi
45		Q0		CACM1572		52		2.12201286886		kasi
45		Q0		CACM3089		53		2.10232158978		kasi
45		Q0		CACM2851		54		2.08728734405		kasi
45		Q0		CACM2726		55		2.08447957657		kasi
45		Q0		CACM2535		56		2.07278984308		kasi
45		Q0		CACM1964		57		2.01772424376		kasi
45		Q0		CACM2870		58		1.98652520437		kasi
45		Q0		CACM0605		59		1.97400493506		kasi
45		Q0		CACM2715		60		1.94836448621		kasi
45		Q0		CACM2446		61		1.93600828903		kasi
45		Q0		CACM1548		62		1.92267768244		kasi
45		Q0		CACM1327		63		1.92209084416		kasi
45		Q0		CACM2668		64		1.92054157245		kasi
45		Q0		CACM1121		65		1.88102586767		kasi
45		Q0		CACM2749		66		1.88024609138		kasi
45		Q0		CACM3034		67		1.87314163164		kasi
45		Q0		CACM2856		68		1.85264978878		kasi
45		Q0		CACM2318		69		1.84113738011		kasi
45		Q0		CACM1087		70		1.82205219639		kasi
45		Q0		CACM2571		71		1.80884160602		kasi
45		Q0		CACM0585		72		1.78629347116		kasi
45		Q0		CACM1928		73		1.76382447027		kasi
45		Q0		CACM2297		74		1.76091660524		kasi
45		Q0		CACM2840		75		1.75870124314		kasi
45		Q0		CACM2402		76		1.74913971585		kasi
45		Q0		CACM2046		77		1.74680356339		kasi
45		Q0		CACM0893		78		1.73306926952		kasi
45		Q0		CACM1892		79		1.72823536989		kasi
45		Q0		CACM2062		80		1.72396179293		kasi
45		Q0		CACM2053		81		1.71437110115		kasi
45		Q0		CACM3072		82		1.70514764793		kasi
45		Q0		CACM2517		83		1.65048174138		kasi
45		Q0		CACM2059		84		1.62873036496		kasi
45		Q0		CACM1542		85		1.62592074615		kasi
45		Q0		CACM1172		86		1.61497238192		kasi
45		Q0		CACM1032		87		1.61010193643		kasi
45		Q0		CACM0867		88		1.56479397655		kasi
45		Q0		CACM2950		89		1.56060357195		kasi
45		Q0		CACM2710		90		1.5461474136		kasi
45		Q0		CACM2711		91		1.54489786893		kasi
45		Q0		CACM3081		92		1.53666666329		kasi
45		Q0		CACM1676		93		1.53246306782		kasi
45		Q0		CACM1161		94		1.52156964475		kasi
45		Q0		CACM2888		95		1.51530900269		kasi
45		Q0		CACM1746		96		1.5077137693		kasi
45		Q0		CACM2399		97		1.48622727502		kasi
45		Q0		CACM1398		98		1.4819400301		kasi
45		Q0		CACM1976		99		1.48059743393		kasi
45		Q0		CACM0252		100		1.47545619265		kasi
