query_id	Q0	doc_id	rank	Lucene_score	system_name
37	QO	CACM2265	1	0.6039373	kasi-Inspiron-N5010
37	QO	CACM2956	2	0.5149041	kasi-Inspiron-N5010
37	QO	CACM2632	3	0.5105647	kasi-Inspiron-N5010
37	QO	CACM3105	4	0.47090122	kasi-Inspiron-N5010
37	QO	CACM2060	5	0.46697092	kasi-Inspiron-N5010
37	QO	CACM3142	6	0.42947817	kasi-Inspiron-N5010
37	QO	CACM2560	7	0.4114687	kasi-Inspiron-N5010
37	QO	CACM3031	8	0.40525228	kasi-Inspiron-N5010
37	QO	CACM2341	9	0.39961466	kasi-Inspiron-N5010
37	QO	CACM2376	10	0.3940243	kasi-Inspiron-N5010
37	QO	CACM2651	11	0.3897017	kasi-Inspiron-N5010
37	QO	CACM2342	12	0.37844804	kasi-Inspiron-N5010
37	QO	CACM2912	13	0.3724097	kasi-Inspiron-N5010
37	QO	CACM3021	14	0.36602393	kasi-Inspiron-N5010
37	QO	CACM3103	15	0.3653879	kasi-Inspiron-N5010
37	QO	CACM2184	16	0.3647871	kasi-Inspiron-N5010
37	QO	CACM2957	17	0.36475715	kasi-Inspiron-N5010
37	QO	CACM2850	18	0.36132944	kasi-Inspiron-N5010
37	QO	CACM2229	19	0.35860014	kasi-Inspiron-N5010
37	QO	CACM1828	20	0.34067973	kasi-Inspiron-N5010
37	QO	CACM2321	21	0.3403535	kasi-Inspiron-N5010
37	QO	CACM2958	22	0.3401737	kasi-Inspiron-N5010
37	QO	CACM2233	23	0.333895	kasi-Inspiron-N5010
37	QO	CACM2941	24	0.33375683	kasi-Inspiron-N5010
37	QO	CACM2003	25	0.3337457	kasi-Inspiron-N5010
37	QO	CACM3128	26	0.3329961	kasi-Inspiron-N5010
37	QO	CACM1847	27	0.32241613	kasi-Inspiron-N5010
37	QO	CACM2794	28	0.3194174	kasi-Inspiron-N5010
37	QO	CACM2369	29	0.31366158	kasi-Inspiron-N5010
37	QO	CACM1003	30	0.3130069	kasi-Inspiron-N5010
37	QO	CACM0867	31	0.3044712	kasi-Inspiron-N5010
37	QO	CACM1455	32	0.3036545	kasi-Inspiron-N5010
37	QO	CACM1698	33	0.30279243	kasi-Inspiron-N5010
37	QO	CACM1844	34	0.2986838	kasi-Inspiron-N5010
37	QO	CACM1626	35	0.2974385	kasi-Inspiron-N5010
37	QO	CACM1474	36	0.29622507	kasi-Inspiron-N5010
37	QO	CACM2194	37	0.2941896	kasi-Inspiron-N5010
37	QO	CACM0243	38	0.28686184	kasi-Inspiron-N5010
37	QO	CACM3153	39	0.28439647	kasi-Inspiron-N5010
37	QO	CACM1135	40	0.2816123	kasi-Inspiron-N5010
37	QO	CACM2911	41	0.2805147	kasi-Inspiron-N5010
37	QO	CACM1591	42	0.28028765	kasi-Inspiron-N5010
37	QO	CACM1625	43	0.27908784	kasi-Inspiron-N5010
37	QO	CACM2002	44	0.27900115	kasi-Inspiron-N5010
37	QO	CACM3048	45	0.27778658	kasi-Inspiron-N5010
37	QO	CACM1768	46	0.27761483	kasi-Inspiron-N5010
37	QO	CACM2513	47	0.27712503	kasi-Inspiron-N5010
37	QO	CACM1398	48	0.2760703	kasi-Inspiron-N5010
37	QO	CACM2931	49	0.27576727	kasi-Inspiron-N5010
