query_id	Q0	doc_id	rank	Lucene_score	system_name
27	QO	CACM2297	1	0.8495296	kasi-Inspiron-N5010
27	QO	CACM2069	2	0.69300985	kasi-Inspiron-N5010
27	QO	CACM2319	3	0.6869815	kasi-Inspiron-N5010
27	QO	CACM1752	4	0.66037744	kasi-Inspiron-N5010
27	QO	CACM2902	5	0.6190106	kasi-Inspiron-N5010
27	QO	CACM2358	6	0.6040908	kasi-Inspiron-N5010
27	QO	CACM3006	7	0.5705286	kasi-Inspiron-N5010
27	QO	CACM2374	8	0.5530518	kasi-Inspiron-N5010
27	QO	CACM1751	9	0.5478231	kasi-Inspiron-N5010
27	QO	CACM3000	10	0.48014736	kasi-Inspiron-N5010
27	QO	CACM2740	11	0.47667015	kasi-Inspiron-N5010
27	QO	CACM2988	12	0.47531694	kasi-Inspiron-N5010
27	QO	CACM2406	13	0.47107786	kasi-Inspiron-N5010
27	QO	CACM1892	14	0.4570135	kasi-Inspiron-N5010
27	QO	CACM1753	15	0.45060343	kasi-Inspiron-N5010
27	QO	CACM2372	16	0.44003138	kasi-Inspiron-N5010
27	QO	CACM1728	17	0.43040988	kasi-Inspiron-N5010
27	QO	CACM1750	18	0.41968593	kasi-Inspiron-N5010
27	QO	CACM3067	19	0.40127954	kasi-Inspiron-N5010
27	QO	CACM2669	20	0.4012252	kasi-Inspiron-N5010
27	QO	CACM2867	21	0.3929754	kasi-Inspiron-N5010
27	QO	CACM2379	22	0.3866887	kasi-Inspiron-N5010
27	QO	CACM1901	23	0.37611282	kasi-Inspiron-N5010
27	QO	CACM2502	24	0.37065956	kasi-Inspiron-N5010
27	QO	CACM3011	25	0.36417788	kasi-Inspiron-N5010
27	QO	CACM3050	26	0.3423848	kasi-Inspiron-N5010
27	QO	CACM2378	27	0.3408351	kasi-Inspiron-N5010
27	QO	CACM2582	28	0.34005028	kasi-Inspiron-N5010
27	QO	CACM2314	29	0.33977443	kasi-Inspiron-N5010
27	QO	CACM2017	30	0.33680078	kasi-Inspiron-N5010
27	QO	CACM1747	31	0.3234613	kasi-Inspiron-N5010
27	QO	CACM2864	32	0.32078546	kasi-Inspiron-N5010
27	QO	CACM3068	33	0.31839275	kasi-Inspiron-N5010
27	QO	CACM3026	34	0.31554818	kasi-Inspiron-N5010
27	QO	CACM2798	35	0.3140159	kasi-Inspiron-N5010
27	QO	CACM2311	36	0.31112286	kasi-Inspiron-N5010
27	QO	CACM3028	37	0.3023817	kasi-Inspiron-N5010
27	QO	CACM2481	38	0.2932997	kasi-Inspiron-N5010
27	QO	CACM2479	39	0.29078013	kasi-Inspiron-N5010
27	QO	CACM2624	40	0.28987095	kasi-Inspiron-N5010
27	QO	CACM2622	41	0.2846044	kasi-Inspiron-N5010
27	QO	CACM0084	42	0.28217804	kasi-Inspiron-N5010
27	QO	CACM0059	43	0.28217804	kasi-Inspiron-N5010
27	QO	CACM2625	44	0.27829698	kasi-Inspiron-N5010
27	QO	CACM2859	45	0.2737289	kasi-Inspiron-N5010
27	QO	CACM2262	46	0.26836008	kasi-Inspiron-N5010
27	QO	CACM1725	47	0.26758882	kasi-Inspiron-N5010
27	QO	CACM2095	48	0.26711625	kasi-Inspiron-N5010
27	QO	CACM2852	49	0.26602438	kasi-Inspiron-N5010
27	QO	CACM1810	50	0.26191017	kasi-Inspiron-N5010
27	QO	CACM2681	51	0.25877413	kasi-Inspiron-N5010
27	QO	CACM1959	52	0.2548148	kasi-Inspiron-N5010
27	QO	CACM1541	53	0.25346577	kasi-Inspiron-N5010
27	QO	CACM2111	54	0.25289786	kasi-Inspiron-N5010
27	QO	CACM1657	55	0.25268155	kasi-Inspiron-N5010
27	QO	CACM1912	56	0.25267425	kasi-Inspiron-N5010
