query_id	Q0	doc_id	rank	Lucene_score	system_name
26	QO	CACM2626	1	0.53162944	kasi-Inspiron-N5010
26	QO	CACM3105	2	0.4979283	kasi-Inspiron-N5010
26	QO	CACM2632	3	0.4123811	kasi-Inspiron-N5010
26	QO	CACM2840	4	0.37738127	kasi-Inspiron-N5010
26	QO	CACM3128	5	0.36986184	kasi-Inspiron-N5010
26	QO	CACM2541	6	0.35004896	kasi-Inspiron-N5010
26	QO	CACM2314	7	0.3223878	kasi-Inspiron-N5010
26	QO	CACM2080	8	0.3165428	kasi-Inspiron-N5010
26	QO	CACM1750	9	0.31432799	kasi-Inspiron-N5010
26	QO	CACM2372	10	0.2996632	kasi-Inspiron-N5010
26	QO	CACM2558	11	0.28466848	kasi-Inspiron-N5010
26	QO	CACM2870	12	0.28304312	kasi-Inspiron-N5010
26	QO	CACM1677	13	0.27479476	kasi-Inspiron-N5010
26	QO	CACM2938	14	0.273132	kasi-Inspiron-N5010
26	QO	CACM2817	15	0.273132	kasi-Inspiron-N5010
26	QO	CACM1680	16	0.26463675	kasi-Inspiron-N5010
26	QO	CACM2320	17	0.26378566	kasi-Inspiron-N5010
26	QO	CACM3068	18	0.26135942	kasi-Inspiron-N5010
26	QO	CACM2377	19	0.25698262	kasi-Inspiron-N5010
26	QO	CACM2939	20	0.25619227	kasi-Inspiron-N5010
26	QO	CACM1747	21	0.2540381	kasi-Inspiron-N5010
26	QO	CACM3026	22	0.24997154	kasi-Inspiron-N5010
26	QO	CACM2578	23	0.24036019	kasi-Inspiron-N5010
26	QO	CACM2036	24	0.23609655	kasi-Inspiron-N5010
26	QO	CACM0696	25	0.22268271	kasi-Inspiron-N5010
26	QO	CACM1754	26	0.22217995	kasi-Inspiron-N5010
26	QO	CACM1463	27	0.21350136	kasi-Inspiron-N5010
26	QO	CACM2111	28	0.21032506	kasi-Inspiron-N5010
26	QO	CACM2936	29	0.20793119	kasi-Inspiron-N5010
26	QO	CACM1461	30	0.20030364	kasi-Inspiron-N5010
26	QO	CACM2319	31	0.19810985	kasi-Inspiron-N5010
26	QO	CACM1728	32	0.19603162	kasi-Inspiron-N5010
26	QO	CACM0084	33	0.19559242	kasi-Inspiron-N5010
26	QO	CACM0059	34	0.19559242	kasi-Inspiron-N5010
26	QO	CACM1591	35	0.1881555	kasi-Inspiron-N5010
26	QO	CACM2867	36	0.18223684	kasi-Inspiron-N5010
26	QO	CACM2597	37	0.17960924	kasi-Inspiron-N5010
26	QO	CACM2629	38	0.17960924	kasi-Inspiron-N5010
26	QO	CACM2342	39	0.17814617	kasi-Inspiron-N5010
26	QO	CACM1247	40	0.17255972	kasi-Inspiron-N5010
26	QO	CACM1341	41	0.16986354	kasi-Inspiron-N5010
26	QO	CACM2379	42	0.16605987	kasi-Inspiron-N5010
26	QO	CACM1476	43	0.16264322	kasi-Inspiron-N5010
26	QO	CACM2878	44	0.16085419	kasi-Inspiron-N5010
26	QO	CACM2317	45	0.16043574	kasi-Inspiron-N5010
26	QO	CACM1290	46	0.16027859	kasi-Inspiron-N5010
26	QO	CACM2621	47	0.160127	kasi-Inspiron-N5010
26	QO	CACM3011	48	0.16011554	kasi-Inspiron-N5010
26	QO	CACM2821	49	0.15743528	kasi-Inspiron-N5010
26	QO	CACM3064	50	0.15661909	kasi-Inspiron-N5010
26	QO	CACM1485	51	0.15661909	kasi-Inspiron-N5010
26	QO	CACM0086	52	0.15647393	kasi-Inspiron-N5010
26	QO	CACM0300	53	0.15647393	kasi-Inspiron-N5010
26	QO	CACM0618	54	0.15647393	kasi-Inspiron-N5010
26	QO	CACM0251	55	0.15647393	kasi-Inspiron-N5010
26	QO	CACM1534	56	0.1560998	kasi-Inspiron-N5010
26	QO	CACM3141	57	0.15538314	kasi-Inspiron-N5010
26	QO	CACM2020	58	0.15536278	kasi-Inspiron-N5010
26	QO	CACM2378	59	0.15423733	kasi-Inspiron-N5010
26	QO	CACM3025	60	0.15420601	kasi-Inspiron-N5010
26	QO	CACM2151	61	0.15344237	kasi-Inspiron-N5010
26	QO	CACM2949	62	0.15315387	kasi-Inspiron-N5010
26	QO	CACM2060	63	0.15114702	kasi-Inspiron-N5010
26	QO	CACM2138	64	0.14994107	kasi-Inspiron-N5010
26	QO	CACM3127	65	0.14967436	kasi-Inspiron-N5010
26	QO	CACM0104	66	0.14871097	kasi-Inspiron-N5010
26	QO	CACM2321	67	0.14871097	kasi-Inspiron-N5010
26	QO	CACM1751	68	0.14836274	kasi-Inspiron-N5010
26	QO	CACM2950	69	0.14836274	kasi-Inspiron-N5010
26	QO	CACM3050	70	0.1479318	kasi-Inspiron-N5010
26	QO	CACM2438	71	0.1473521	kasi-Inspiron-N5010
26	QO	CACM2424	72	0.1473476	kasi-Inspiron-N5010
26	QO	CACM3183	73	0.14475773	kasi-Inspiron-N5010
26	QO	CACM1636	74	0.14330655	kasi-Inspiron-N5010
26	QO	CACM2876	75	0.14321107	kasi-Inspiron-N5010
26	QO	CACM1951	76	0.14221203	kasi-Inspiron-N5010
26	QO	CACM2522	77	0.14221203	kasi-Inspiron-N5010
26	QO	CACM1226	78	0.14216396	kasi-Inspiron-N5010
26	QO	CACM1236	79	0.13830237	kasi-Inspiron-N5010
26	QO	CACM2985	80	0.13776036	kasi-Inspiron-N5010
26	QO	CACM2888	81	0.13773166	kasi-Inspiron-N5010
26	QO	CACM3144	82	0.13691469	kasi-Inspiron-N5010
26	QO	CACM2849	83	0.13625254	kasi-Inspiron-N5010
26	QO	CACM3072	84	0.13509993	kasi-Inspiron-N5010
26	QO	CACM1033	85	0.13427128	kasi-Inspiron-N5010
26	QO	CACM2358	86	0.134258	kasi-Inspiron-N5010
26	QO	CACM1552	87	0.13374175	kasi-Inspiron-N5010
26	QO	CACM2716	88	0.13224703	kasi-Inspiron-N5010
26	QO	CACM3028	89	0.13208647	kasi-Inspiron-N5010
26	QO	CACM1844	90	0.1316759	kasi-Inspiron-N5010
26	QO	CACM2374	91	0.13136552	kasi-Inspiron-N5010
26	QO	CACM2668	92	0.13076998	kasi-Inspiron-N5010
26	QO	CACM1752	93	0.13023812	kasi-Inspiron-N5010
26	QO	CACM0322	94	0.12887621	kasi-Inspiron-N5010
26	QO	CACM2624	95	0.12887621	kasi-Inspiron-N5010
26	QO	CACM2844	96	0.12768918	kasi-Inspiron-N5010
26	QO	CACM3153	97	0.12718542	kasi-Inspiron-N5010
26	QO	CACM1199	98	0.12703256	kasi-Inspiron-N5010
26	QO	CACM3137	99	0.12588996	kasi-Inspiron-N5010
26	QO	CACM2069	100	0.12518977	kasi-Inspiron-N5010
