query_id	Q0	doc_id	rank	Lucene_score	system_name
46	QO	CACM2990	1	0.3946216	kasi-Inspiron-N5010
46	QO	CACM2711	2	0.36808798	kasi-Inspiron-N5010
46	QO	CACM1032	3	0.34521806	kasi-Inspiron-N5010
46	QO	CACM0329	4	0.34308258	kasi-Inspiron-N5010
46	QO	CACM1457	5	0.2986549	kasi-Inspiron-N5010
46	QO	CACM1653	6	0.29561985	kasi-Inspiron-N5010
46	QO	CACM2451	7	0.28364044	kasi-Inspiron-N5010
46	QO	CACM2882	8	0.28291133	kasi-Inspiron-N5010
46	QO	CACM2631	9	0.274507	kasi-Inspiron-N5010
46	QO	CACM1976	10	0.24495852	kasi-Inspiron-N5010
46	QO	CACM1236	11	0.24287501	kasi-Inspiron-N5010
46	QO	CACM2140	12	0.24170446	kasi-Inspiron-N5010
46	QO	CACM2991	13	0.23696898	kasi-Inspiron-N5010
46	QO	CACM2307	14	0.22968613	kasi-Inspiron-N5010
46	QO	CACM2984	15	0.22671612	kasi-Inspiron-N5010
46	QO	CACM1675	16	0.22210829	kasi-Inspiron-N5010
46	QO	CACM1267	17	0.21980725	kasi-Inspiron-N5010
46	QO	CACM2542	18	0.2169828	kasi-Inspiron-N5010
46	QO	CACM0944	19	0.20914063	kasi-Inspiron-N5010
46	QO	CACM2568	20	0.20076525	kasi-Inspiron-N5010
46	QO	CACM2265	21	0.19880132	kasi-Inspiron-N5010
46	QO	CACM2959	22	0.19682454	kasi-Inspiron-N5010
46	QO	CACM2561	23	0.19553742	kasi-Inspiron-N5010
46	QO	CACM3089	24	0.18999928	kasi-Inspiron-N5010
46	QO	CACM0891	25	0.18878542	kasi-Inspiron-N5010
46	QO	CACM1627	26	0.18774262	kasi-Inspiron-N5010
46	QO	CACM2059	27	0.18217513	kasi-Inspiron-N5010
46	QO	CACM2217	28	0.18132818	kasi-Inspiron-N5010
46	QO	CACM1665	29	0.18049991	kasi-Inspiron-N5010
46	QO	CACM1652	30	0.17831063	kasi-Inspiron-N5010
46	QO	CACM1935	31	0.17796634	kasi-Inspiron-N5010
46	QO	CACM2454	32	0.17644589	kasi-Inspiron-N5010
46	QO	CACM1948	33	0.1762059	kasi-Inspiron-N5010
46	QO	CACM1926	34	0.17533351	kasi-Inspiron-N5010
46	QO	CACM1048	35	0.17530473	kasi-Inspiron-N5010
46	QO	CACM2835	36	0.17514037	kasi-Inspiron-N5010
46	QO	CACM1699	37	0.17503439	kasi-Inspiron-N5010
46	QO	CACM0675	38	0.16825649	kasi-Inspiron-N5010
46	QO	CACM2318	39	0.16739686	kasi-Inspiron-N5010
46	QO	CACM1194	40	0.16665189	kasi-Inspiron-N5010
46	QO	CACM2598	41	0.16508773	kasi-Inspiron-N5010
46	QO	CACM0696	42	0.16448843	kasi-Inspiron-N5010
46	QO	CACM1272	43	0.16385387	kasi-Inspiron-N5010
46	QO	CACM1108	44	0.16319992	kasi-Inspiron-N5010
46	QO	CACM2437	45	0.16161084	kasi-Inspiron-N5010
46	QO	CACM2319	46	0.16147403	kasi-Inspiron-N5010
46	QO	CACM2699	47	0.1607821	kasi-Inspiron-N5010
46	QO	CACM1415	48	0.16027933	kasi-Inspiron-N5010
46	QO	CACM2389	49	0.1602138	kasi-Inspiron-N5010
46	QO	CACM2033	50	0.15929165	kasi-Inspiron-N5010
46	QO	CACM2842	51	0.15886801	kasi-Inspiron-N5010
46	QO	CACM1516	52	0.15852627	kasi-Inspiron-N5010
46	QO	CACM2669	53	0.1553114	kasi-Inspiron-N5010
46	QO	CACM1029	54	0.15507124	kasi-Inspiron-N5010
46	QO	CACM2094	55	0.15350549	kasi-Inspiron-N5010
46	QO	CACM2812	56	0.15314792	kasi-Inspiron-N5010
46	QO	CACM1911	57	0.1531428	kasi-Inspiron-N5010
46	QO	CACM3134	58	0.15124117	kasi-Inspiron-N5010
46	QO	CACM0397	59	0.15106162	kasi-Inspiron-N5010
46	QO	CACM2253	60	0.15092741	kasi-Inspiron-N5010
46	QO	CACM3059	61	0.1507999	kasi-Inspiron-N5010
