query_id	Q0	doc_id	rank	Lucene_score	system_name
50	QO	CACM2714	1	0.59997714	kasi-Inspiron-N5010
50	QO	CACM1811	2	0.5993093	kasi-Inspiron-N5010
50	QO	CACM3075	3	0.5865428	kasi-Inspiron-N5010
50	QO	CACM3156	4	0.5783339	kasi-Inspiron-N5010
50	QO	CACM0634	5	0.52664286	kasi-Inspiron-N5010
50	QO	CACM1680	6	0.40391698	kasi-Inspiron-N5010
50	QO	CACM0891	7	0.4003766	kasi-Inspiron-N5010
50	QO	CACM2965	8	0.39498216	kasi-Inspiron-N5010
50	QO	CACM3168	9	0.39498216	kasi-Inspiron-N5010
50	QO	CACM2530	10	0.39498216	kasi-Inspiron-N5010
50	QO	CACM2976	11	0.39498216	kasi-Inspiron-N5010
50	QO	CACM2288	12	0.38581303	kasi-Inspiron-N5010
50	QO	CACM2967	13	0.38315374	kasi-Inspiron-N5010
50	QO	CACM1927	14	0.37287456	kasi-Inspiron-N5010
50	QO	CACM2278	15	0.3650578	kasi-Inspiron-N5010
50	QO	CACM2570	16	0.3497736	kasi-Inspiron-N5010
50	QO	CACM2882	17	0.34382308	kasi-Inspiron-N5010
50	QO	CACM1457	18	0.34309387	kasi-Inspiron-N5010
50	QO	CACM2140	19	0.33771384	kasi-Inspiron-N5010
50	QO	CACM1699	20	0.33580422	kasi-Inspiron-N5010
50	QO	CACM1601	21	0.33141032	kasi-Inspiron-N5010
50	QO	CACM2497	22	0.33086368	kasi-Inspiron-N5010
50	QO	CACM3169	23	0.3291518	kasi-Inspiron-N5010
50	QO	CACM2516	24	0.32755682	kasi-Inspiron-N5010
50	QO	CACM1935	25	0.32584363	kasi-Inspiron-N5010
50	QO	CACM2175	26	0.32024628	kasi-Inspiron-N5010
50	QO	CACM0082	27	0.319202	kasi-Inspiron-N5010
50	QO	CACM2519	28	0.3147266	kasi-Inspiron-N5010
50	QO	CACM3012	29	0.31324005	kasi-Inspiron-N5010
50	QO	CACM1681	30	0.30156013	kasi-Inspiron-N5010
50	QO	CACM2114	31	0.3008751	kasi-Inspiron-N5010
50	QO	CACM1830	32	0.29588228	kasi-Inspiron-N5010
50	QO	CACM2865	33	0.28849348	kasi-Inspiron-N5010
50	QO	CACM1937	34	0.28388405	kasi-Inspiron-N5010
50	QO	CACM2070	35	0.27638036	kasi-Inspiron-N5010
50	QO	CACM0651	36	0.27638036	kasi-Inspiron-N5010
50	QO	CACM0275	37	0.27638036	kasi-Inspiron-N5010
50	QO	CACM2990	38	0.27340838	kasi-Inspiron-N5010
50	QO	CACM1675	39	0.26332143	kasi-Inspiron-N5010
50	QO	CACM2307	40	0.2567659	kasi-Inspiron-N5010
50	QO	CACM1846	41	0.2539056	kasi-Inspiron-N5010
50	QO	CACM2723	42	0.25369975	kasi-Inspiron-N5010
50	QO	CACM2455	43	0.2535771	kasi-Inspiron-N5010
50	QO	CACM1725	44	0.2480778	kasi-Inspiron-N5010
50	QO	CACM1032	45	0.2476575	kasi-Inspiron-N5010
50	QO	CACM2631	46	0.2476575	kasi-Inspiron-N5010
50	QO	CACM1959	47	0.24684787	kasi-Inspiron-N5010
50	QO	CACM1359	48	0.24631837	kasi-Inspiron-N5010
50	QO	CACM2947	49	0.2462443	kasi-Inspiron-N5010
50	QO	CACM1236	50	0.24181913	kasi-Inspiron-N5010
50	QO	CACM2711	51	0.24181913	kasi-Inspiron-N5010
50	QO	CACM1747	52	0.2406936	kasi-Inspiron-N5010
50	QO	CACM1831	53	0.23689747	kasi-Inspiron-N5010
50	QO	CACM0292	54	0.23689747	kasi-Inspiron-N5010
50	QO	CACM2532	55	0.23689747	kasi-Inspiron-N5010
50	QO	CACM0239	56	0.23689747	kasi-Inspiron-N5010
50	QO	CACM2561	57	0.23657005	kasi-Inspiron-N5010
50	QO	CACM2032	58	0.23040625	kasi-Inspiron-N5010
50	QO	CACM2493	59	0.23040625	kasi-Inspiron-N5010
50	QO	CACM1960	60	0.22982801	kasi-Inspiron-N5010
50	QO	CACM2575	61	0.22781073	kasi-Inspiron-N5010
50	QO	CACM1976	62	0.22460534	kasi-Inspiron-N5010
50	QO	CACM2846	63	0.22201233	kasi-Inspiron-N5010
50	QO	CACM3134	64	0.21467791	kasi-Inspiron-N5010
50	QO	CACM2896	65	0.21413818	kasi-Inspiron-N5010
50	QO	CACM2160	66	0.21253353	kasi-Inspiron-N5010
50	QO	CACM1367	67	0.21194184	kasi-Inspiron-N5010
50	QO	CACM1711	68	0.20945287	kasi-Inspiron-N5010
50	QO	CACM2795	69	0.20945287	kasi-Inspiron-N5010
50	QO	CACM1262	70	0.20840171	kasi-Inspiron-N5010
50	QO	CACM2973	71	0.20420244	kasi-Inspiron-N5010
