query_id	Q0	doc_id	rank	Lucene_score	system_name
29	QO	CACM2644	1	0.26071048	kasi-Inspiron-N5010
29	QO	CACM1933	2	0.16592503	kasi-Inspiron-N5010
29	QO	CACM2089	3	0.1601445	kasi-Inspiron-N5010
29	QO	CACM2200	4	0.15794025	kasi-Inspiron-N5010
29	QO	CACM2927	5	0.15763329	kasi-Inspiron-N5010
29	QO	CACM1841	6	0.15250652	kasi-Inspiron-N5010
29	QO	CACM1840	7	0.15250652	kasi-Inspiron-N5010
29	QO	CACM1539	8	0.15250652	kasi-Inspiron-N5010
29	QO	CACM3021	9	0.15121226	kasi-Inspiron-N5010
29	QO	CACM0942	10	0.1478565	kasi-Inspiron-N5010
29	QO	CACM1537	11	0.14378452	kasi-Inspiron-N5010
29	QO	CACM2462	12	0.14378452	kasi-Inspiron-N5010
29	QO	CACM1538	13	0.14378452	kasi-Inspiron-N5010
29	QO	CACM3131	14	0.14148906	kasi-Inspiron-N5010
29	QO	CACM1874	15	0.13363695	kasi-Inspiron-N5010
29	QO	CACM1420	16	0.12596786	kasi-Inspiron-N5010
29	QO	CACM2229	17	0.12567787	kasi-Inspiron-N5010
29	QO	CACM1967	18	0.10783839	kasi-Inspiron-N5010
29	QO	CACM2420	19	0.10696348	kasi-Inspiron-N5010
29	QO	CACM2524	20	0.10645875	kasi-Inspiron-N5010
29	QO	CACM2289	21	0.1019587	kasi-Inspiron-N5010
29	QO	CACM2276	22	0.10036857	kasi-Inspiron-N5010
29	QO	CACM2402	23	0.099222995	kasi-Inspiron-N5010
29	QO	CACM1257	24	0.098804146	kasi-Inspiron-N5010
29	QO	CACM2325	25	0.09838188	kasi-Inspiron-N5010
29	QO	CACM2167	26	0.09457435	kasi-Inspiron-N5010
29	QO	CACM2031	27	0.09205841	kasi-Inspiron-N5010
29	QO	CACM1679	28	0.08928189	kasi-Inspiron-N5010
29	QO	CACM2770	29	0.08896214	kasi-Inspiron-N5010
29	QO	CACM2232	30	0.08770305	kasi-Inspiron-N5010
29	QO	CACM2695	31	0.08461067	kasi-Inspiron-N5010
29	QO	CACM2605	32	0.08249928	kasi-Inspiron-N5010
29	QO	CACM2109	33	0.081510484	kasi-Inspiron-N5010
29	QO	CACM1924	34	0.08053787	kasi-Inspiron-N5010
29	QO	CACM2490	35	0.07957482	kasi-Inspiron-N5010
29	QO	CACM1691	36	0.07594851	kasi-Inspiron-N5010
29	QO	CACM1725	37	0.074938186	kasi-Inspiron-N5010
29	QO	CACM2146	38	0.07404125	kasi-Inspiron-N5010
29	QO	CACM2507	39	0.07189226	kasi-Inspiron-N5010
29	QO	CACM2206	40	0.07189226	kasi-Inspiron-N5010
29	QO	CACM3037	41	0.07160325	kasi-Inspiron-N5010
29	QO	CACM2095	42	0.07103178	kasi-Inspiron-N5010
29	QO	CACM0804	43	0.071011886	kasi-Inspiron-N5010
29	QO	CACM2267	44	0.07023709	kasi-Inspiron-N5010
29	QO	CACM2138	45	0.06754636	kasi-Inspiron-N5010
29	QO	CACM1497	46	0.06709987	kasi-Inspiron-N5010
29	QO	CACM2283	47	0.06656963	kasi-Inspiron-N5010
29	QO	CACM3166	48	0.0665505	kasi-Inspiron-N5010
29	QO	CACM1171	49	0.066312715	kasi-Inspiron-N5010
29	QO	CACM2657	50	0.06601239	kasi-Inspiron-N5010
29	QO	CACM1385	51	0.065783076	kasi-Inspiron-N5010
29	QO	CACM1697	52	0.06538684	kasi-Inspiron-N5010
29	QO	CACM2726	53	0.06520839	kasi-Inspiron-N5010
29	QO	CACM1386	54	0.06516142	kasi-Inspiron-N5010
