query_id	Q0	doc_id	rank	Lucene_score	system_name
63	QO	CACM3075	1	0.63084257	kasi-Inspiron-N5010
63	QO	CACM2289	2	0.577006	kasi-Inspiron-N5010
63	QO	CACM2266	3	0.5725271	kasi-Inspiron-N5010
63	QO	CACM2973	4	0.52584654	kasi-Inspiron-N5010
63	QO	CACM2896	5	0.46516436	kasi-Inspiron-N5010
63	QO	CACM1795	6	0.46333125	kasi-Inspiron-N5010
63	QO	CACM2114	7	0.45946592	kasi-Inspiron-N5010
63	QO	CACM2557	8	0.4376985	kasi-Inspiron-N5010
63	QO	CACM2884	9	0.41939932	kasi-Inspiron-N5010
63	QO	CACM1601	10	0.40264142	kasi-Inspiron-N5010
63	QO	CACM2851	11	0.37692586	kasi-Inspiron-N5010
63	QO	CACM1468	12	0.36720315	kasi-Inspiron-N5010
63	QO	CACM2785	13	0.350182	kasi-Inspiron-N5010
63	QO	CACM2679	14	0.35009035	kasi-Inspiron-N5010
63	QO	CACM2433	15	0.34642035	kasi-Inspiron-N5010
63	QO	CACM2895	16	0.34546423	kasi-Inspiron-N5010
63	QO	CACM1957	17	0.33119	kasi-Inspiron-N5010
63	QO	CACM2570	18	0.32985258	kasi-Inspiron-N5010
63	QO	CACM2342	19	0.32202744	kasi-Inspiron-N5010
63	QO	CACM2685	20	0.31669936	kasi-Inspiron-N5010
63	QO	CACM2337	21	0.31323308	kasi-Inspiron-N5010
63	QO	CACM3059	22	0.31128705	kasi-Inspiron-N5010
63	QO	CACM3073	23	0.30939507	kasi-Inspiron-N5010
63	QO	CACM2700	24	0.30641803	kasi-Inspiron-N5010
63	QO	CACM2714	25	0.3005967	kasi-Inspiron-N5010
63	QO	CACM2898	26	0.29914898	kasi-Inspiron-N5010
63	QO	CACM1811	27	0.29639181	kasi-Inspiron-N5010
63	QO	CACM3156	28	0.2944312	kasi-Inspiron-N5010
63	QO	CACM2325	29	0.29289833	kasi-Inspiron-N5010
63	QO	CACM2723	30	0.2907216	kasi-Inspiron-N5010
63	QO	CACM1367	31	0.2903974	kasi-Inspiron-N5010
63	QO	CACM2838	32	0.2857256	kasi-Inspiron-N5010
63	QO	CACM3166	33	0.2769768	kasi-Inspiron-N5010
63	QO	CACM1536	34	0.2762624	kasi-Inspiron-N5010
63	QO	CACM1158	35	0.2737893	kasi-Inspiron-N5010
63	QO	CACM1262	36	0.27314642	kasi-Inspiron-N5010
63	QO	CACM1828	37	0.2726723	kasi-Inspiron-N5010
63	QO	CACM2692	38	0.26682433	kasi-Inspiron-N5010
63	QO	CACM2402	39	0.2658666	kasi-Inspiron-N5010
63	QO	CACM3086	40	0.2625612	kasi-Inspiron-N5010
63	QO	CACM0320	41	0.255875	kasi-Inspiron-N5010
63	QO	CACM2630	42	0.25400802	kasi-Inspiron-N5010
63	QO	CACM3039	43	0.25221834	kasi-Inspiron-N5010
63	QO	CACM2490	44	0.2517287	kasi-Inspiron-N5010
63	QO	CACM0950	45	0.24751708	kasi-Inspiron-N5010
63	QO	CACM3131	46	0.24378142	kasi-Inspiron-N5010
63	QO	CACM0371	47	0.24150597	kasi-Inspiron-N5010
63	QO	CACM2283	48	0.24032575	kasi-Inspiron-N5010
63	QO	CACM1471	49	0.2388538	kasi-Inspiron-N5010
63	QO	CACM2767	50	0.23488948	kasi-Inspiron-N5010
63	QO	CACM2232	51	0.2344121	kasi-Inspiron-N5010
63	QO	CACM2740	52	0.23373678	kasi-Inspiron-N5010
63	QO	CACM2932	53	0.23207028	kasi-Inspiron-N5010
63	QO	CACM1411	54	0.23048341	kasi-Inspiron-N5010
63	QO	CACM2195	55	0.230397	kasi-Inspiron-N5010
63	QO	CACM2837	56	0.22719945	kasi-Inspiron-N5010
63	QO	CACM2263	57	0.22611922	kasi-Inspiron-N5010
63	QO	CACM3061	58	0.2256276	kasi-Inspiron-N5010
63	QO	CACM2324	59	0.22240558	kasi-Inspiron-N5010
