query_id	Q0	doc_id	rank	Lucene_score	system_name
64	QO	CACM2651	1	0.2293446	kasi-Inspiron-N5010
64	QO	CACM1878	2	0.14948148	kasi-Inspiron-N5010
64	QO	CACM1051	3	0.14818096	kasi-Inspiron-N5010
64	QO	CACM0595	4	0.14768516	kasi-Inspiron-N5010
64	QO	CACM2513	5	0.1192462	kasi-Inspiron-N5010
64	QO	CACM0497	6	0.110507146	kasi-Inspiron-N5010
64	QO	CACM1957	7	0.10891699	kasi-Inspiron-N5010
64	QO	CACM2060	8	0.10512625	kasi-Inspiron-N5010
64	QO	CACM1853	9	0.10345332	kasi-Inspiron-N5010
64	QO	CACM2232	10	0.10265759	kasi-Inspiron-N5010
64	QO	CACM2723	11	0.10066413	kasi-Inspiron-N5010
64	QO	CACM1456	12	0.09716063	kasi-Inspiron-N5010
64	QO	CACM2177	13	0.09558385	kasi-Inspiron-N5010
64	QO	CACM1847	14	0.09498749	kasi-Inspiron-N5010
64	QO	CACM2002	15	0.09486775	kasi-Inspiron-N5010
64	QO	CACM1307	16	0.09259042	kasi-Inspiron-N5010
64	QO	CACM2622	17	0.08580364	kasi-Inspiron-N5010
64	QO	CACM2484	18	0.08508334	kasi-Inspiron-N5010
64	QO	CACM1046	19	0.08473785	kasi-Inspiron-N5010
64	QO	CACM2184	20	0.0844431	kasi-Inspiron-N5010
64	QO	CACM2358	21	0.082159765	kasi-Inspiron-N5010
64	QO	CACM2845	22	0.08154583	kasi-Inspiron-N5010
64	QO	CACM3142	23	0.08062069	kasi-Inspiron-N5010
64	QO	CACM1614	24	0.079973094	kasi-Inspiron-N5010
64	QO	CACM2390	25	0.07916453	kasi-Inspiron-N5010
64	QO	CACM2470	26	0.078317106	kasi-Inspiron-N5010
64	QO	CACM3144	27	0.07826004	kasi-Inspiron-N5010
64	QO	CACM1861	28	0.07793399	kasi-Inspiron-N5010
64	QO	CACM1588	29	0.07541702	kasi-Inspiron-N5010
64	QO	CACM2766	30	0.075400785	kasi-Inspiron-N5010
64	QO	CACM0616	31	0.07338865	kasi-Inspiron-N5010
64	QO	CACM3106	32	0.07313105	kasi-Inspiron-N5010
64	QO	CACM3054	33	0.07252872	kasi-Inspiron-N5010
64	QO	CACM1608	34	0.07110167	kasi-Inspiron-N5010
64	QO	CACM3031	35	0.07103253	kasi-Inspiron-N5010
64	QO	CACM0321	36	0.070509814	kasi-Inspiron-N5010
64	QO	CACM2931	37	0.07019402	kasi-Inspiron-N5010
64	QO	CACM2865	38	0.069685474	kasi-Inspiron-N5010
64	QO	CACM2354	39	0.06908934	kasi-Inspiron-N5010
64	QO	CACM3052	40	0.06895238	kasi-Inspiron-N5010
64	QO	CACM0677	41	0.06865823	kasi-Inspiron-N5010
64	QO	CACM2927	42	0.06788815	kasi-Inspiron-N5010
64	QO	CACM1890	43	0.06783034	kasi-Inspiron-N5010
64	QO	CACM2036	44	0.06748098	kasi-Inspiron-N5010
64	QO	CACM1976	45	0.06731443	kasi-Inspiron-N5010
64	QO	CACM2179	46	0.06594296	kasi-Inspiron-N5010
64	QO	CACM3112	47	0.06486121	kasi-Inspiron-N5010
64	QO	CACM2456	48	0.06441382	kasi-Inspiron-N5010
64	QO	CACM2229	49	0.06436345	kasi-Inspiron-N5010
64	QO	CACM2838	50	0.06423997	kasi-Inspiron-N5010
64	QO	CACM3202	51	0.06381271	kasi-Inspiron-N5010
64	QO	CACM2905	52	0.06352771	kasi-Inspiron-N5010
64	QO	CACM2378	53	0.06339062	kasi-Inspiron-N5010
64	QO	CACM2855	54	0.063231036	kasi-Inspiron-N5010
64	QO	CACM2712	55	0.06313523	kasi-Inspiron-N5010
64	QO	CACM2786	56	0.06307348	kasi-Inspiron-N5010
64	QO	CACM1911	57	0.06207184	kasi-Inspiron-N5010
64	QO	CACM3069	58	0.061980702	kasi-Inspiron-N5010
64	QO	CACM1459	59	0.06192724	kasi-Inspiron-N5010
64	QO	CACM0973	60	0.06170075	kasi-Inspiron-N5010
64	QO	CACM1665	61	0.061655976	kasi-Inspiron-N5010
64	QO	CACM1931	62	0.06144407	kasi-Inspiron-N5010
64	QO	CACM2178	63	0.059772667	kasi-Inspiron-N5010
64	QO	CACM1323	64	0.059751224	kasi-Inspiron-N5010
64	QO	CACM1135	65	0.059641972	kasi-Inspiron-N5010
64	QO	CACM2194	66	0.059551023	kasi-Inspiron-N5010
64	QO	CACM0527	67	0.05943435	kasi-Inspiron-N5010
64	QO	CACM2106	68	0.059287984	kasi-Inspiron-N5010
64	QO	CACM2970	69	0.059239317	kasi-Inspiron-N5010
64	QO	CACM1264	70	0.058730993	kasi-Inspiron-N5010
64	QO	CACM2542	71	0.058504928	kasi-Inspiron-N5010
64	QO	CACM1265	72	0.05769816	kasi-Inspiron-N5010
64	QO	CACM3032	73	0.05745686	kasi-Inspiron-N5010
64	QO	CACM2666	74	0.057315353	kasi-Inspiron-N5010
64	QO	CACM1350	75	0.05727522	kasi-Inspiron-N5010
64	QO	CACM2986	76	0.056721333	kasi-Inspiron-N5010
64	QO	CACM0731	77	0.056672577	kasi-Inspiron-N5010
64	QO	CACM1824	78	0.05624527	kasi-Inspiron-N5010
64	QO	CACM1470	79	0.05609917	kasi-Inspiron-N5010
64	QO	CACM1072	80	0.056094922	kasi-Inspiron-N5010
64	QO	CACM2406	81	0.056089114	kasi-Inspiron-N5010
64	QO	CACM3057	82	0.05587149	kasi-Inspiron-N5010
64	QO	CACM2756	83	0.05559838	kasi-Inspiron-N5010
64	QO	CACM2342	84	0.05503497	kasi-Inspiron-N5010
64	QO	CACM2700	85	0.054999117	kasi-Inspiron-N5010
64	QO	CACM2499	86	0.054481532	kasi-Inspiron-N5010
64	QO	CACM2305	87	0.05358241	kasi-Inspiron-N5010
64	QO	CACM2841	88	0.053466156	kasi-Inspiron-N5010
64	QO	CACM0949	89	0.053293142	kasi-Inspiron-N5010
64	QO	CACM0865	90	0.053112935	kasi-Inspiron-N5010
64	QO	CACM3188	91	0.053093936	kasi-Inspiron-N5010
64	QO	CACM1035	92	0.05304469	kasi-Inspiron-N5010
64	QO	CACM1874	93	0.05293776	kasi-Inspiron-N5010
64	QO	CACM2646	94	0.052929737	kasi-Inspiron-N5010
64	QO	CACM1465	95	0.052641965	kasi-Inspiron-N5010
64	QO	CACM1530	96	0.052612588	kasi-Inspiron-N5010
64	QO	CACM0397	97	0.052458506	kasi-Inspiron-N5010
64	QO	CACM2319	98	0.052178722	kasi-Inspiron-N5010
64	QO	CACM2051	99	0.052148737	kasi-Inspiron-N5010
64	QO	CACM2919	100	0.05188855	kasi-Inspiron-N5010
