query_id	Q0	doc_id	rank	Lucene_score	system_name
14	QO	CACM2679	1	0.27349475	kasi-Inspiron-N5010
14	QO	CACM3112	2	0.25897798	kasi-Inspiron-N5010
14	QO	CACM2716	3	0.24074607	kasi-Inspiron-N5010
14	QO	CACM3164	4	0.23869865	kasi-Inspiron-N5010
14	QO	CACM3131	5	0.22382073	kasi-Inspiron-N5010
14	QO	CACM3087	6	0.22219954	kasi-Inspiron-N5010
14	QO	CACM2674	7	0.21661912	kasi-Inspiron-N5010
14	QO	CACM3067	8	0.20822865	kasi-Inspiron-N5010
14	QO	CACM2819	9	0.20394292	kasi-Inspiron-N5010
14	QO	CACM2964	10	0.19710872	kasi-Inspiron-N5010
14	QO	CACM2289	11	0.19493957	kasi-Inspiron-N5010
14	QO	CACM1724	12	0.19102277	kasi-Inspiron-N5010
14	QO	CACM3037	13	0.18844984	kasi-Inspiron-N5010
14	QO	CACM2181	14	0.18275194	kasi-Inspiron-N5010
14	QO	CACM3075	15	0.17994079	kasi-Inspiron-N5010
14	QO	CACM3057	16	0.17516376	kasi-Inspiron-N5010
14	QO	CACM3011	17	0.17424709	kasi-Inspiron-N5010
14	QO	CACM1752	18	0.17412725	kasi-Inspiron-N5010
14	QO	CACM2816	19	0.17025551	kasi-Inspiron-N5010
14	QO	CACM3058	20	0.16550197	kasi-Inspiron-N5010
14	QO	CACM2890	21	0.16081119	kasi-Inspiron-N5010
14	QO	CACM2174	22	0.15817934	kasi-Inspiron-N5010
14	QO	CACM2691	23	0.15576252	kasi-Inspiron-N5010
14	QO	CACM3085	24	0.1526874	kasi-Inspiron-N5010
14	QO	CACM2812	25	0.15254171	kasi-Inspiron-N5010
14	QO	CACM1886	26	0.15184489	kasi-Inspiron-N5010
14	QO	CACM3032	27	0.1506922	kasi-Inspiron-N5010
14	QO	CACM2997	28	0.14415443	kasi-Inspiron-N5010
14	QO	CACM2017	29	0.14227717	kasi-Inspiron-N5010
14	QO	CACM2902	30	0.14007132	kasi-Inspiron-N5010
14	QO	CACM3156	31	0.13942072	kasi-Inspiron-N5010
14	QO	CACM2931	32	0.13936831	kasi-Inspiron-N5010
14	QO	CACM2863	33	0.13768531	kasi-Inspiron-N5010
14	QO	CACM2959	34	0.13697873	kasi-Inspiron-N5010
14	QO	CACM2750	35	0.13653886	kasi-Inspiron-N5010
14	QO	CACM2856	36	0.13557611	kasi-Inspiron-N5010
14	QO	CACM2882	37	0.13314803	kasi-Inspiron-N5010
14	QO	CACM1412	38	0.12940402	kasi-Inspiron-N5010
14	QO	CACM2263	39	0.1293026	kasi-Inspiron-N5010
14	QO	CACM2146	40	0.12918842	kasi-Inspiron-N5010
14	QO	CACM2142	41	0.12834954	kasi-Inspiron-N5010
14	QO	CACM2337	42	0.12816766	kasi-Inspiron-N5010
14	QO	CACM1873	43	0.12651533	kasi-Inspiron-N5010
14	QO	CACM0717	44	0.12599277	kasi-Inspiron-N5010
14	QO	CACM2314	45	0.12563854	kasi-Inspiron-N5010
14	QO	CACM2876	46	0.122504994	kasi-Inspiron-N5010
14	QO	CACM2715	47	0.12101976	kasi-Inspiron-N5010
14	QO	CACM1961	48	0.12043129	kasi-Inspiron-N5010
14	QO	CACM3038	49	0.12031764	kasi-Inspiron-N5010
14	QO	CACM2900	50	0.12017217	kasi-Inspiron-N5010
14	QO	CACM2522	51	0.11991894	kasi-Inspiron-N5010
14	QO	CACM2924	52	0.119612314	kasi-Inspiron-N5010
14	QO	CACM3132	53	0.11948906	kasi-Inspiron-N5010
14	QO	CACM1905	54	0.11893883	kasi-Inspiron-N5010
14	QO	CACM0630	55	0.118282706	kasi-Inspiron-N5010
14	QO	CACM2481	56	0.117438704	kasi-Inspiron-N5010
14	QO	CACM1197	57	0.1161191	kasi-Inspiron-N5010
14	QO	CACM3171	58	0.11345247	kasi-Inspiron-N5010
14	QO	CACM2450	59	0.113202944	kasi-Inspiron-N5010
14	QO	CACM3151	60	0.11302471	kasi-Inspiron-N5010
14	QO	CACM3177	61	0.112986214	kasi-Inspiron-N5010
14	QO	CACM3166	62	0.11257973	kasi-Inspiron-N5010
14	QO	CACM3006	63	0.11050105	kasi-Inspiron-N5010
14	QO	CACM0677	64	0.10941159	kasi-Inspiron-N5010
14	QO	CACM2650	65	0.10915307	kasi-Inspiron-N5010
14	QO	CACM2406	66	0.10839549	kasi-Inspiron-N5010
14	QO	CACM2308	67	0.10773492	kasi-Inspiron-N5010
14	QO	CACM2081	68	0.10730779	kasi-Inspiron-N5010
14	QO	CACM2748	69	0.106809154	kasi-Inspiron-N5010
14	QO	CACM1566	70	0.10680673	kasi-Inspiron-N5010
14	QO	CACM1423	71	0.10630422	kasi-Inspiron-N5010
14	QO	CACM0860	72	0.106261246	kasi-Inspiron-N5010
14	QO	CACM2324	73	0.1056895	kasi-Inspiron-N5010
14	QO	CACM1462	74	0.10481312	kasi-Inspiron-N5010
14	QO	CACM1999	75	0.10470862	kasi-Inspiron-N5010
14	QO	CACM2627	76	0.10397439	kasi-Inspiron-N5010
14	QO	CACM1795	77	0.10370237	kasi-Inspiron-N5010
14	QO	CACM2106	78	0.102946244	kasi-Inspiron-N5010
14	QO	CACM3157	79	0.102753974	kasi-Inspiron-N5010
14	QO	CACM3049	80	0.10261913	kasi-Inspiron-N5010
14	QO	CACM1098	81	0.10176268	kasi-Inspiron-N5010
14	QO	CACM2973	82	0.10176216	kasi-Inspiron-N5010
14	QO	CACM1483	83	0.10147938	kasi-Inspiron-N5010
14	QO	CACM1594	84	0.101134114	kasi-Inspiron-N5010
14	QO	CACM2272	85	0.10105207	kasi-Inspiron-N5010
14	QO	CACM2833	86	0.10067746	kasi-Inspiron-N5010
14	QO	CACM3103	87	0.100278765	kasi-Inspiron-N5010
14	QO	CACM3033	88	0.099125125	kasi-Inspiron-N5010
14	QO	CACM3163	89	0.09906387	kasi-Inspiron-N5010
14	QO	CACM2963	90	0.09876402	kasi-Inspiron-N5010
14	QO	CACM2227	91	0.098505914	kasi-Inspiron-N5010
14	QO	CACM1878	92	0.09827017	kasi-Inspiron-N5010
14	QO	CACM2860	93	0.09774751	kasi-Inspiron-N5010
14	QO	CACM0867	94	0.095617205	kasi-Inspiron-N5010
14	QO	CACM0655	95	0.09552907	kasi-Inspiron-N5010
14	QO	CACM2051	96	0.095183976	kasi-Inspiron-N5010
14	QO	CACM0865	97	0.09392897	kasi-Inspiron-N5010
14	QO	CACM2834	98	0.0937587	kasi-Inspiron-N5010
14	QO	CACM2266	99	0.093746245	kasi-Inspiron-N5010
14	QO	CACM2188	100	0.09256735	kasi-Inspiron-N5010
