query_id		Q0		doc_id		rank		BM25_score		system_name
1		Q0		Globalwarming		1		3.16443915497		kasi
1		Q0		Climatechangemitigation		2		3.0912111516		kasi
1		Q0		Climate		3		3.05119675546		kasi
1		Q0		Greenhousegas		4		3.0437143302		kasi
1		Q0		Greenhousegasemissions		5		3.04353485588		kasi
1		Q0		Environmentalimpactoftheenergyindustry		6		3.03999652104		kasi
1		Q0		Naturalenvironment		7		3.03419839882		kasi
1		Q0		Climatechange		8		3.00880240039		kasi
1		Q0		UnitedNationsFrameworkConventiononClimateChange		9		2.95221973446		kasi
1		Q0		JosephRomm		10		2.91837722308		kasi
1		Q0		JamesLovelock		11		2.85471543085		kasi
1		Q0		Carbonoffset		12		2.84549737239		kasi
1		Q0		Humanimpactontheenvironment		13		2.82278792015		kasi
1		Q0		PatrickMoore(environmentalist)		14		2.79025736086		kasi
1		Q0		PhilRadford		15		2.77057778654		kasi
1		Q0		Pollution		16		2.72884771552		kasi
1		Q0		Sustainabilityandenvironmentalmanagement		17		2.72070825955		kasi
1		Q0		Greenparadox		18		2.71350876093		kasi
1		Q0		Cleantechnology		19		2.68289942258		kasi
1		Q0		Energyrecycling		20		2.6422922683		kasi
1		Q0		Cleancoaltechnology		21		2.63461460102		kasi
1		Q0		Landfillgas		22		2.61753947037		kasi
1		Q0		Environmentalimpactofaviation		23		2.59790322474		kasi
1		Q0		Wasteheat		24		2.58550480487		kasi
1		Q0		Greenhousegasremediation		25		2.56823756854		kasi
1		Q0		88888LightsOut		26		2.56237412921		kasi
1		Q0		Renewableheat		27		2.55457993666		kasi
1		Q0		Emissionstrading		28		2.55382827539		kasi
1		Q0		Fossilfuelpowerstation		29		2.53616688183		kasi
1		Q0		Fossilfuelpowerplant		30		2.53571670158		kasi
1		Q0		Naturalgaspowerplant		31		2.53562668772		kasi
1		Q0		Anthropocene		32		2.53398051866		kasi
1		Q0		Lowcarbonpower		33		2.52282329827		kasi
1		Q0		Carbontax		34		2.51996446526		kasi
1		Q0		Carbontaxes		35		2.51978145092		kasi
1		Q0		Holoceneextinction		36		2.50159166957		kasi
1		Q0		RenewableenergyintheEuropeanUnion		37		2.4461136841		kasi
1		Q0		Geothermalenergy		38		2.42890919911		kasi
1		Q0		Photovoltaic		39		2.41962131959		kasi
1		Q0		Solarphotovoltaics		40		2.41954177086		kasi
1		Q0		Planetaryboundaries		41		2.41861616495		kasi
1		Q0		Hydrogenfuel		42		2.40911957429		kasi
1		Q0		NationalEnergyFoundation		43		2.40205984		kasi
1		Q0		ViennaClimateChangeTalks2007		44		2.38934596731		kasi
1		Q0		CarbonRecyclingInternational		45		2.38473287965		kasi
