query_id		Q0		doc_id		rank		BM25_score		system_name
3		Q0		KernCounty,California		1		2.0948245905		kasi
3		Q0		LosAngeles		2		2.07668320672		kasi
3		Q0		Camarillo,California		3		2.04542092635		kasi
3		Q0		Exhaustgas		4		1.92009573266		kasi
3		Q0		WaybackMachine		5		1.86058646806		kasi
3		Q0		Publicutility		6		1.7664863663		kasi
3		Q0		Dwelling		7		1.75469946014		kasi
3		Q0		NewUrbanism		8		1.71918690052		kasi
3		Q0		Endangeredspecies		9		1.68155195252		kasi
3		Q0		MorningEdition		10		1.58829615164		kasi
3		Q0		Invasivespecies		11		1.51414073247		kasi
3		Q0		Volcanoes		12		1.3545116523		kasi
3		Q0		EarthCharter		13		1.30574963319		kasi
3		Q0		YouTube		14		1.18384808917		kasi
3		Q0		Sustainabilityandenvironmentalmanagement		15		1.18221532154		kasi
3		Q0		NASA		16		1.14759904273		kasi
3		Q0		Sustainableprocurement		17		1.09235597938		kasi
3		Q0		Financialcrisisof2007%E2%80%9308		18		1.04117541348		kasi
3		Q0		Conservationbiology		19		1.01574305758		kasi
3		Q0		Christie%27s		20		0.992545225537		kasi
3		Q0		Transmissiontower		21		0.988757652068		kasi
3		Q0		Anthropocene		22		0.986543140664		kasi
3		Q0		Humanpopulationcontrol		23		0.954787474319		kasi
3		Q0		Familyplanning		24		0.880364689412		kasi
3		Q0		NationalPublicRadio		25		0.866680449224		kasi
3		Q0		Smartphone		26		0.758352891985		kasi
3		Q0		Deepecology		27		0.729588398472		kasi
3		Q0		Public%E2%80%93privatepartnership		28		0.655390966902		kasi
3		Q0		Singapore		29		0.58778703858		kasi
3		Q0		Greenhousegasremediation		30		0.536372084087		kasi
3		Q0		Organizingprinciple		31		0.535505695273		kasi
3		Q0		Servicelife		32		0.480952135336		kasi
3		Q0		Crust(geology)		33		0.439313735442		kasi
3		Q0		Biosphere		34		0.430130761465		kasi
3		Q0		Oven		35		0.406237224207		kasi
3		Q0		Eucalyptus		36		0.346996643796		kasi
3		Q0		DaimlerChrysler		37		0.334281684575		kasi
3		Q0		Caltech		38		0.251471419652		kasi
3		Q0		Emissionstandard		39		0.172379324542		kasi
3		Q0		California		40		0.114494522332		kasi
3		Q0		Philippines		41		0.0454685046599		kasi
3		Q0		GeneralMotorsCorporation		42		-0.145957749668		kasi
3		Q0		TheVenusProject		43		-0.150046791524		kasi
3		Q0		Clothesline		44		-0.2880912304		kasi
3		Q0		Waterefficiency		45		-0.29375952491		kasi
3		Q0		Sustainablefashion		46		-0.300056778528		kasi
3		Q0		GeorgeOlah		47		-0.311986675418		kasi
3		Q0		Sustainabilityscience		48		-0.337146527014		kasi
3		Q0		Residualcurrentdevice		49		-0.415083014554		kasi
3		Q0		SiliconValleyPower		50		-0.493455696548		kasi
3		Q0		ThomasEdison		51		-0.52563383867		kasi
3		Q0		SolarDecathlon		52		-0.526016641408		kasi
3		Q0		Utilityfrequency		53		-0.526434872792		kasi
