query_id		Q0		doc_id		rank		BM25_score		system_name
47		Q0		CACM2278		1		28.7579168363		kasi
47		Q0		CACM1699		2		26.9550871415		kasi
47		Q0		CACM2288		3		25.851496596		kasi
47		Q0		CACM2976		4		23.180335635		kasi
47		Q0		CACM0275		5		23.1063949228		kasi
47		Q0		CACM2293		6		21.77272712		kasi
47		Q0		CACM3012		7		21.6959452615		kasi
47		Q0		CACM2157		8		21.2956622504		kasi
47		Q0		CACM2990		9		21.1163853082		kasi
47		Q0		CACM2552		10		21.0000561552		kasi
47		Q0		CACM2258		11		20.5217838484		kasi
47		Q0		CACM0891		12		20.4442045274		kasi
47		Q0		CACM3134		13		20.3471403261		kasi
47		Q0		CACM2394		14		20.3131121918		kasi
47		Q0		CACM2070		15		20.2293977374		kasi
47		Q0		CACM1830		16		20.1648053947		kasi
47		Q0		CACM2882		17		19.6007761844		kasi
47		Q0		CACM2516		18		19.5642217715		kasi
47		Q0		CACM0292		19		19.5033568224		kasi
47		Q0		CACM1236		20		19.3605470914		kasi
47		Q0		CACM2575		21		18.9002897864		kasi
47		Q0		CACM1937		22		18.4701366372		kasi
47		Q0		CACM1032		23		18.3088288073		kasi
47		Q0		CACM1681		24		18.2919701059		kasi
47		Q0		CACM2965		25		17.8974277321		kasi
47		Q0		CACM0634		26		17.8485293906		kasi
47		Q0		CACM3168		27		17.773068162		kasi
47		Q0		CACM1935		28		17.7339057639		kasi
47		Q0		CACM2832		29		17.5880879973		kasi
47		Q0		CACM0798		30		17.5270071672		kasi
47		Q0		CACM0239		31		17.3800742999		kasi
47		Q0		CACM2532		32		17.2060920634		kasi
47		Q0		CACM1831		33		16.9583740668		kasi
47		Q0		CACM2947		34		16.553128419		kasi
47		Q0		CACM2451		35		16.3343696312		kasi
47		Q0		CACM2711		36		16.2306616154		kasi
47		Q0		CACM2781		37		16.2265866283		kasi
47		Q0		CACM1457		38		16.1247953714		kasi
47		Q0		CACM2530		39		16.0689445242		kasi
47		Q0		CACM2412		40		16.0349465242		kasi
47		Q0		CACM2140		41		15.9037315327		kasi
47		Q0		CACM1680		42		15.6614151953		kasi
47		Q0		CACM1927		43		15.3770761224		kasi
47		Q0		CACM2577		44		15.2447942689		kasi
47		Q0		CACM1194		45		15.1374783258		kasi
47		Q0		CACM3169		46		15.1065691685		kasi
47		Q0		CACM1271		47		14.9560701975		kasi
47		Q0		CACM1514		48		14.7844666405		kasi
47		Q0		CACM2114		49		14.7644286724		kasi
47		Q0		CACM0651		50		14.7150896362		kasi
47		Q0		CACM2307		51		14.5050129498		kasi
47		Q0		CACM1506		52		14.3681928828		kasi
47		Q0		CACM2561		53		14.2294160734		kasi
47		Q0		CACM1489		54		14.19450733		kasi
47		Q0		CACM2631		55		14.1441639204		kasi
47		Q0		CACM2722		56		13.6275747773		kasi
47		Q0		CACM1359		57		13.4931362742		kasi
47		Q0		CACM1725		58		12.6020064721		kasi
47		Q0		CACM1976		59		12.1586990351		kasi
47		Q0		CACM2160		60		12.0973640908		kasi
47		Q0		CACM2455		61		12.0667671489		kasi
47		Q0		CACM2846		62		11.8738295044		kasi
47		Q0		CACM0440		63		11.8530996349		kasi
47		Q0		CACM2999		64		11.7652354307		kasi
47		Q0		CACM2978		65		11.7178987837		kasi
47		Q0		CACM0944		66		11.506196842		kasi
47		Q0		CACM1652		67		11.4734962588		kasi
47		Q0		CACM2765		68		11.4385561208		kasi
47		Q0		CACM0892		69		11.1678710657		kasi
47		Q0		CACM0653		70		11.0278406687		kasi
47		Q0		CACM2991		71		10.795071162		kasi
47		Q0		CACM2493		72		10.7929654142		kasi
47		Q0		CACM2598		73		10.760440679		kasi
47		Q0		CACM1627		74		10.4203734216		kasi
47		Q0		CACM3095		75		10.3646347102		kasi
47		Q0		CACM2547		76		10.2716346077		kasi
47		Q0		CACM2141		77		10.218205042		kasi
47		Q0		CACM1515		78		10.0486012671		kasi
47		Q0		CACM1415		79		10.0482970086		kasi
47		Q0		CACM2046		80		9.9869793663		kasi
47		Q0		CACM2979		81		9.8416737772		kasi
47		Q0		CACM0655		82		9.66336296694		kasi
47		Q0		CACM2501		83		9.61723063629		kasi
47		Q0		CACM0619		84		9.61217348045		kasi
47		Q0		CACM2092		85		9.57113148624		kasi
47		Q0		CACM2970		86		9.21121548922		kasi
47		Q0		CACM2139		87		9.20071906728		kasi
47		Q0		CACM1527		88		8.94010293246		kasi
47		Q0		CACM2437		89		8.85732955692		kasi
47		Q0		CACM2860		90		8.81771303587		kasi
47		Q0		CACM2848		91		8.77850142152		kasi
47		Q0		CACM2726		92		8.77427660443		kasi
47		Q0		CACM2318		93		8.70744950266		kasi
47		Q0		CACM0626		94		8.46325063419		kasi
47		Q0		CACM2688		95		8.40806365334		kasi
47		Q0		CACM2519		96		8.36213220643		kasi
47		Q0		CACM1675		97		8.32231126256		kasi
47		Q0		CACM2968		98		8.31053896001		kasi
47		Q0		CACM2370		99		8.17208193327		kasi
47		Q0		CACM2032		100		8.01992254648		kasi
